frame,Mass,x,y
4361,1,377.1525,383.60065
4362,0,416.89993,280.78787
4362,1,379.7704,384.40063
4363,0,419.4096,281.20978
4363,1,385.3508,385.55453
4364,0,421.91077,281.56824
4364,1,389.85413,386.48404
4365,0,425.76562,282.38458
4365,1,399.0999,388.15158
4366,0,427.87842,282.87036
4366,1,404.30133,389.44122
4367,0,429.1153,282.5216
4367,1,409.67282,389.9638
4368,0,430.1865,282.12244
4368,1,414.19357,390.79617
4369,0,433.35693,282.60007
4369,1,420.86597,391.3224
4370,0,435.98886,283.52997
4370,1,427.26083,391.84995
4371,0,438.52197,283.05994
4371,1,434.01837,391.96103
4372,0,442.81726,282.8524
4372,1,443.88388,391.42343
4373,0,444.7305,282.5842
4373,1,450.29492,391.0673
4374,0,448.17215,282.50873
4374,1,457.76843,390.78015
4375,0,450.3215,281.2914
4375,1,463.73883,389.6591
4376,0,452.24826,280.73502
4376,1,470.40625,388.96957
4377,0,455.7338,279.49457
4377,1,478.0267,387.56613
4378,0,456.38242,280.23282
4378,1,481.54108,386.97937
4379,0,459.1099,279.5942
4379,1,489.11618,384.9058
4380,0,462.37912,279.68564
4380,1,495.41522,383.92218
4381,0,464.0958,279.18802
4381,1,499.6252,382.49677
4382,0,465.39685,278.61438
4382,1,504.5177,380.65607
4383,0,466.21536,278.59256
4383,1,506.74765,380.00174
4384,0,468.84216,278.00687
4384,1,511.20673,378.99957
4385,0,470.4285,278.2884
4385,1,513.8626,378.0918
4386,0,472.652,277.74973
4386,1,517.9545,376.43524
4387,0,472.89038,277.4123
4387,1,519.7461,375.05164
4388,0,474.40894,277.07455
4388,1,523.296,374.0048
4389,0,475.0205,277.1841
4389,1,524.80133,373.62302
4390,0,475.55496,276.825
4390,1,526.3636,372.2673
4391,0,475.788,276.8105
4391,1,526.5697,372.04828
4392,0,475.9789,276.78964
4392,1,526.6972,371.67365
4393,0,475.9259,276.6658
4393,1,526.4538,371.95013
4394,0,475.549,277.2089
4394,1,526.13477,372.72464
4395,0,475.14886,276.8449
4395,1,524.9215,373.11557
4396,0,473.5682,276.96863
4396,1,523.04156,373.9308
4397,0,472.76895,277.4421
4397,1,520.3667,374.69385
4398,0,472.62216,277.6311
4398,1,518.97363,375.38876
4399,0,471.16373,277.94852
4399,1,516.6049,376.7736
4400,0,469.3732,278.00546
4400,1,512.97107,377.881
4401,0,467.0261,279.19308
4401,1,509.62857,379.11264
4402,0,465.2931,279.36514
4402,1,504.35425,380.5775
4403,0,463.41446,280.1739
4403,1,498.1161,383.09628
4404,0,461.1653,280.33646
4404,1,492.59503,384.4354
4405,0,458.62125,281.25323
4405,1,487.41855,386.15634
4406,0,456.59772,281.34637
4406,1,482.07846,387.73837
4407,0,453.58356,281.16766
4407,1,475.39175,388.4322
4408,0,451.49573,280.94302
4408,1,469.57556,389.1839
4409,0,449.00586,282.07916
4409,1,463.59772,390.22534
4410,0,445.56937,282.33212
4410,1,456.50052,391.0884
4411,0,445.0273,282.96152
4411,1,452.6426,391.43185
4412,0,443.41483,283.15952
4412,1,446.68036,391.9388
4413,0,440.5499,282.75507
4413,1,439.8951,391.94598
4414,0,436.24814,282.812
4414,1,429.4249,391.8153
4415,0,434.07428,282.4655
4415,1,422.36655,391.3748
4416,0,431.45633,282.68674
4416,1,416.23285,391.54602
4417,0,430.3638,281.89218
4417,1,412.97827,390.77353
4418,0,428.31235,282.2991
4418,1,407.36407,390.12656
4419,0,425.78793,282.21887
4419,1,400.59903,389.35043
4420,0,424.06168,282.03183
4420,1,395.5342,388.8242
4421,0,421.01935,281.42807
4421,1,387.52042,387.2834
4422,0,418.35434,281.54007
4422,1,382.27197,386.56625
4423,0,417.3299,281.39368
4423,1,379.59,385.06503
4424,0,416.14108,281.31253
4424,1,376.35843,384.79407
4425,0,414.6307,280.50742
4425,1,373.28592,383.26868
4426,0,413.90527,279.85867
4426,1,369.9819,382.42014
4427,0,411.05725,279.3759
4427,1,366.1882,381.23853
4428,0,410.72253,278.94342
4428,1,364.17798,380.26523
4429,0,409.90692,279.26944
4429,1,362.46686,380.4664
4430,0,409.2509,279.28568
4430,1,361.68103,380.0686
4431,0,408.93314,279.20428
4431,1,360.93732,379.6579
4432,0,409.40247,278.8475
4432,1,360.70743,379.57227
4433,0,408.90585,278.9411
4433,1,360.58063,379.53778
4434,0,408.8291,279.5335
4434,1,361.89383,380.2269
4435,0,409.4307,279.6963
4435,1,363.5019,380.17804
4436,0,410.25537,279.54404
4436,1,365.63718,380.31085
4437,0,411.18262,280.4531
4437,1,367.63422,381.32373
4438,0,412.73602,280.4342
4438,1,369.85904,381.64993
4439,0,415.06454,281.24527
4439,1,373.92572,383.12735
4440,0,415.1993,281.03326
4440,1,376.29324,383.91843
4441,0,417.70346,281.04523
4441,1,380.81757,384.71817
4442,0,418.51498,281.60883
4442,1,382.78925,385.76093
4443,0,420.5756,281.3465
4443,1,387.49008,386.55957
4444,0,423.98114,282.54837
4444,1,395.4574,388.5639
4445,0,426.22354,282.54376
4445,1,400.91196,388.9734
4446,0,428.69995,282.7576
4446,1,406.7119,389.7109
4447,0,431.40207,282.94833
4447,1,413.00168,390.4437
4448,0,433.65906,282.21848
4448,1,418.7464,391.11664
4449,0,434.67267,282.3177
4449,1,422.1465,391.29156
4450,0,437.34674,282.59058
4450,1,428.3594,391.6958
4451,0,440.4358,282.82785
4451,1,435.4498,391.60205
4452,0,442.42487,282.98425
4452,1,441.30176,391.44867
4453,0,446.24667,282.4772
4453,1,450.92004,391.1254
4454,0,448.91785,282.27588
4454,1,457.47568,390.60852
4455,0,450.907,281.87024
4455,1,463.85107,389.88144
4456,0,453.32925,281.05176
4456,1,470.8606,389.48376
4457,0,454.44525,281.149
4457,1,473.4213,389.23642
4458,0,457.08035,281.11322
4458,1,479.33044,388.36667
4459,0,459.50607,280.5372
4459,1,485.18585,386.5594
4460,0,461.8859,279.88104
4460,1,491.07025,384.75027
4461,0,464.60272,280.06528
4461,1,498.2195,383.088
4462,0,466.02887,280.01688
4462,1,502.82303,382.52744
4463,0,467.15897,278.9865
4463,1,506.87082,380.30408
4464,0,469.43317,278.72464
4464,1,510.613,379.34964
4465,0,469.97247,278.98547
4465,1,512.3469,378.89996
4466,0,472.6048,278.27945
4466,1,516.7999,377.28818
4467,0,472.86847,278.0052
4467,1,518.7481,376.12415
4468,0,473.5448,278.14545
4468,1,520.3083,375.4604
4469,0,474.19125,277.70413
4469,1,521.92664,374.51163
4470,0,475.16385,277.45663
4470,1,523.5678,374.37955
4471,0,474.9068,277.79398
4471,1,523.803,374.2567
4472,0,473.9471,277.37128
4472,1,523.9989,373.69858
4473,0,474.17758,277.84137
4473,1,523.8271,373.85773
4474,0,474.52798,277.856
4474,1,523.35474,373.93118
4475,0,473.07733,277.7458
4475,1,521.34314,374.5713
4476,0,472.56766,277.8446
4476,1,519.83954,375.063
4477,0,472.29932,277.75696
4477,1,518.7916,375.54413
4478,0,471.13705,278.53802
4478,1,516.5641,376.93698
4479,0,468.85498,278.96875
4479,1,512.70013,378.61545
4480,0,467.32568,279.04214
4480,1,509.11472,379.47876
4481,0,465.36978,280.5003
4481,1,504.4431,380.82
4482,0,464.56085,280.28793
4482,1,502.8747,382.02682
4483,0,463.25015,280.07788
4483,1,498.60126,382.5043
4484,0,460.42307,280.21194
4484,1,493.23816,384.0423
4485,0,457.64795,280.88516
4485,1,485.27588,385.8414
4486,0,455.3495,280.9225
4486,1,479.80292,387.71637
4487,0,452.37848,281.52045
4487,1,473.87274,388.32953
4488,0,450.74014,281.3145
4488,1,468.21634,389.21906
4489,0,449.61078,282.19943
4489,1,464.38058,389.77933
4490,0,447.05368,282.44727
4490,1,457.9371,390.66534
4491,0,444.6845,282.4325
4491,1,451.51303,391.00198
4492,0,442.17758,283.29144
4492,1,445.24545,391.99124
4493,0,438.06635,283.2221
4493,1,435.91534,391.92834
4494,0,436.24472,282.7589
4494,1,428.86832,391.404
4495,0,433.7828,282.84265
4495,1,422.71213,391.78827
4496,0,431.20078,281.80582
4496,1,416.1061,391.52893
4497,0,429.0086,282.07596
4497,1,410.09717,390.15662
4498,0,426.6794,282.05792
4498,1,404.25726,389.76346
4499,0,424.45013,282.07877
4499,1,399.32144,389.23322
4500,0,424.41858,281.9461
4500,1,396.42105,388.60666
4501,0,421.14697,281.18597
4501,1,388.40222,387.03024
4502,0,419.10443,281.08124
4502,1,384.26465,385.91837
4503,0,417.50327,281.51047
4503,1,380.57657,385.38345
4504,0,415.57434,280.88156
4504,1,375.97256,384.288
4505,0,414.56223,280.83887
4505,1,373.38193,383.3495
4506,0,413.33237,280.38925
4506,1,370.8031,382.25757
4507,0,412.76315,280.92633
4507,1,369.46442,382.06717
4508,0,412.1658,280.20444
4508,1,366.92734,381.35675
4509,0,411.75644,280.08502
4509,1,365.71298,380.68173
4510,0,410.38593,279.1692
4510,1,363.79398,379.65247
4511,0,410.00424,278.9926
4511,1,363.31708,379.68353
4512,0,410.2517,279.07855
4512,1,363.1561,379.65118
4513,0,409.89444,278.67877
4513,1,363.2789,379.78336
4514,0,410.24896,278.7408
4514,1,364.127,379.87238
4515,0,410.8032,279.88416
4515,1,365.59445,381.08234
4516,0,411.576,279.32883
4516,1,366.58652,380.59396
4517,0,413.70685,280.38934
4517,1,370.39957,382.25113
4518,0,414.99075,280.96692
4518,1,373.39023,383.34222
4519,0,416.03812,281.29196
4519,1,376.33038,383.78278
4520,0,416.303,280.91525
4520,1,377.81082,384.2089
4521,0,417.9495,280.90994
4521,1,381.4694,385.17108
4522,0,420.16873,280.6546
4522,1,386.62646,385.53085
4523,0,422.38184,281.48764
4523,1,390.8977,386.85287
4524,0,423.55835,281.57178
4524,1,396.11017,387.81796
4525,0,427.05692,282.20557
4525,1,403.20963,388.81833
4526,0,429.18762,282.04703
4526,1,408.80496,389.6366
4527,0,431.76163,282.32886
4527,1,415.09814,389.87125
4528,0,433.3693,282.30316
4528,1,421.88364,390.4995
4529,0,436.08566,281.80255
4529,1,427.69348,390.9115
4530,0,438.32004,281.72244
4530,1,434.11755,391.02484
4531,0,440.68167,281.71634
4531,1,440.15494,391.3548
4532,0,443.59512,281.71112
4532,1,446.73303,390.86337
4533,0,443.6096,281.50394
4533,1,449.86804,390.64197
4534,0,446.60602,281.44067
4534,1,456.13452,390.64282
4535,0,449.24298,280.6045
4535,1,462.63635,389.85254
4536,0,452.40833,280.24026
4536,1,470.78506,389.09946
4537,0,455.16086,279.96283
4537,1,477.28058,387.8905
4538,0,457.68137,280.2879
4538,1,482.8712,386.50427
4539,0,459.4098,279.87515
4539,1,487.89352,385.5999
4540,0,461.69785,279.39392
4540,1,492.6986,384.21167
4541,0,463.63242,278.99838
4541,1,497.63425,382.7645
4542,0,463.74197,278.62817
4542,1,499.4471,382.0422
4543,0,465.2412,278.71826
4543,1,503.86932,381.07428
4544,0,467.31174,277.8718
4544,1,508.69202,378.96066
4545,0,469.58878,277.31
4545,1,512.1169,377.72797
4546,0,470.74283,277.1326
4546,1,514.82135,376.64832
4547,0,471.09088,277.12653
4547,1,515.9775,376.65454
4548,0,471.99692,276.78836
4548,1,517.8661,375.53973
4549,0,472.16098,277.3333
4549,1,519.0155,374.90424
4550,0,472.4937,276.93085
4550,1,520.25995,374.3908
4551,0,472.34738,277.03885
4551,1,520.3104,374.3927
4552,0,472.86337,276.5818
4552,1,520.5512,373.98672
4553,0,472.21237,276.5891
4553,1,520.17395,374.2137
4554,0,472.45947,276.61124
4554,1,519.88043,374.36356
4555,0,472.19003,277.6772
4555,1,518.4384,375.49448
4556,0,471.1467,277.70398
4556,1,516.1931,376.1294
4557,0,470.46957,277.7823
4557,1,514.6431,376.97998
4558,0,469.55045,278.0063
4558,1,512.39294,377.66492
4559,0,467.29407,278.7427
4559,1,508.48444,379.14728
4560,0,465.7713,278.15387
4560,1,505.0594,379.85544
4561,0,464.88644,278.31476
4561,1,501.20853,381.0069
4562,0,463.27185,278.8202
4562,1,497.87863,382.35007
4563,0,460.24155,279.68842
4563,1,492.36053,383.7909
4564,0,458.0409,279.19342
4564,1,487.22992,384.42697
4565,0,457.85715,279.08945
4565,1,484.84933,384.9724
4566,0,455.73862,279.39975
4566,1,479.29666,386.44803
4567,0,453.93954,280.67734
4567,1,475.1375,387.66708
4568,0,451.9532,280.98654
4568,1,468.97455,388.54095
4569,0,447.7223,281.35443
4569,1,459.74686,389.6312
4570,0,444.53934,281.8633
4570,1,453.17606,390.1198
4571,0,442.2946,282.54602
4571,1,446.95767,390.8342
4572,0,440.46793,283.25647
4572,1,440.8843,391.3707
4573,0,439.1742,282.8136
4573,1,436.94385,391.17776
4574,0,436.90045,282.95093
4574,1,430.91852,391.30197
4575,0,433.36884,282.6832
4575,1,421.8911,390.95428
4576,0,430.8467,282.27545
4576,1,416.62823,390.74057
4577,0,428.61038,280.98196
4577,1,409.57056,390.12497
4578,0,426.6251,281.52646
4578,1,405.2502,389.28305
4579,0,425.93518,281.44504
4579,1,402.36215,388.8975
4580,0,424.56528,281.52548
4580,1,397.7927,388.1766
4581,0,422.88593,280.83624
4581,1,392.45273,387.0866
4582,0,421.74014,280.55737
4582,1,387.85114,386.21826
4583,0,419.7485,280.81827
4583,1,384.34766,385.47287
4584,0,416.63757,280.34918
4584,1,378.67072,384.1584
4585,0,414.6653,279.98352
4585,1,375.31873,383.15784
4586,0,414.0951,279.342
4586,1,373.06656,382.5533
4587,0,414.30896,279.5626
4587,1,371.0836,382.08466
4588,0,413.21695,279.32062
4588,1,368.63153,381.58585
4589,0,412.94196,278.9818
4589,1,367.91235,381.1282
4590,0,412.27817,278.89325
4590,1,366.6427,380.81702
4591,0,412.40347,279.42026
4591,1,366.57672,380.79272
4592,0,411.221,279.24643
4592,1,366.29276,380.50665
4593,0,410.97516,279.38336
4593,1,366.40628,380.56723
4594,0,411.62766,279.50925
4594,1,367.76434,380.91864
4595,0,412.37677,279.16586
4595,1,369.01923,381.18393
4596,0,413.5221,279.36115
4596,1,371.43652,381.68292
4597,0,414.99042,280.34726
4597,1,374.47006,383.32883
4598,0,416.00607,280.89252
4598,1,377.2557,383.74792
4599,0,415.69913,280.85318
4599,1,377.85156,384.19516
4600,0,416.99057,280.56027
4600,1,380.79446,384.3802
4601,0,419.46075,280.08386
4601,1,385.24216,385.56335
4602,0,422.45416,280.81827
4602,1,391.34988,386.50095
4603,0,424.1331,282.11475
4603,1,396.09924,388.0528
4604,0,426.57367,281.7489
4604,1,401.39798,388.28162
4605,0,426.4314,282.18542
4605,1,403.16605,388.79785
4606,0,428.66742,282.4814
4606,1,408.5391,389.64536
4607,0,431.7294,282.23373
4607,1,414.8088,390.23914
4608,0,433.7085,281.86447
4608,1,420.0966,390.32416
4609,0,437.4428,282.00925
4609,1,429.1004,390.87473
4610,0,440.4034,282.2218
4610,1,435.92538,391.5819
4611,0,442.118,281.94104
4611,1,441.9375,391.5224
4612,0,441.9712,281.58978
4612,1,443.90747,390.95853
4613,0,444.53714,281.51865
4613,1,450.09738,390.46915
4614,0,448.06735,280.9185
4614,1,456.73315,389.9922
4615,0,450.9712,280.55038
4615,1,464.78424,389.12756
4616,0,453.77042,280.9157
4616,1,471.2402,388.55304
4617,0,455.52417,280.26138
4617,1,476.73383,387.74484
4618,0,457.11063,279.8289
4618,1,482.42,386.4622
4619,0,458.88214,279.8843
4619,1,486.92227,385.15292
4620,0,461.5247,280.22177
4620,1,491.80676,384.42862
4621,0,463.42453,279.45856
4621,1,496.53006,382.6375
4622,0,464.61575,279.1086
4622,1,500.20404,381.45703
4623,0,465.9818,278.55078
4623,1,504.3809,379.84927
4624,0,466.72815,278.7092
4624,1,506.413,379.32852
4625,0,468.72983,277.769
4625,1,510.54205,378.62256
4626,0,468.69992,277.4479
4626,1,511.6495,377.68954
4627,0,469.677,277.37054
4627,1,513.58905,376.83517
4628,0,470.99442,277.23737
4628,1,515.4234,376.22458
4629,0,471.75226,277.5227
4629,1,517.52576,375.71613
4630,0,472.4804,277.0503
4630,1,518.6497,374.69202
4631,0,472.14746,277.0454
4631,1,518.60205,374.34454
4632,0,471.67758,277.31595
4632,1,518.5127,374.75467
4633,0,471.5341,277.31485
4633,1,518.5465,374.64767
4634,0,471.39227,277.2613
4634,1,517.9395,375.11926
4635,0,470.83743,277.43652
4635,1,516.50336,376.15237
4636,0,470.4941,277.47363
4636,1,515.1346,375.96982
4637,0,468.79794,277.8914
4637,1,511.94803,377.26944
4638,0,467.3559,278.28793
4638,1,509.28094,378.6991
4639,0,466.10254,278.2855
4639,1,505.79004,379.578
4640,0,465.05545,278.49542
4640,1,502.22998,380.16138
4641,0,463.45166,278.9893
4641,1,498.56232,381.6506
4642,0,462.8584,278.783
4642,1,496.51498,382.52008
4643,0,459.98108,278.88327
4643,1,492.2457,383.25385
4644,0,458.42538,279.45798
4644,1,486.99384,384.2754
4645,0,456.58295,279.0676
4645,1,482.49094,385.6256
4646,0,452.98737,280.2351
4646,1,475.08725,387.52673
4647,0,451.22394,280.73148
4647,1,469.35608,388.10117
4648,0,449.70804,280.61392
4648,1,463.49194,389.08374
4649,0,447.04266,281.18448
4649,1,457.35834,389.4489
4650,0,444.22113,281.90543
4650,1,451.2723,390.21094
4651,0,441.91776,282.3898
4651,1,444.73972,391.12698
4652,0,439.84756,282.2497
4652,1,439.06036,391.12183
4653,0,437.88724,282.08914
4653,1,433.45386,391.13647
4654,0,436.26056,281.8706
4654,1,427.58783,391.4504
4655,0,434.8329,281.29248
4655,1,421.6813,390.89877
4656,0,430.99814,281.0846
4656,1,415.42987,389.9782
4657,0,428.8853,280.49402
4657,1,409.53424,389.61057
4658,0,427.24548,280.41647
4658,1,405.63153,388.59543
4659,0,426.62244,280.64056
4659,1,402.65717,388.3675
4660,0,424.6317,280.48663
4660,1,397.80307,387.72955
4661,0,423.4619,279.6264
4661,1,393.36325,386.74966
4662,0,420.69608,279.3732
4662,1,387.38406,385.5057
4663,0,418.1959,278.9355
4663,1,382.8755,384.8445
4664,0,417.12817,279.17175
4664,1,379.64966,383.7638
4665,0,415.44894,279.63007
4665,1,377.70984,383.48032
4666,0,415.65164,279.24844
4666,1,376.54147,383.1327
4667,0,414.76505,279.59583
4667,1,374.3783,382.74728
4668,0,414.07892,278.87842
4668,1,372.18314,381.5671
4669,0,413.4058,278.74786
4669,1,369.51172,380.9561
4670,0,413.32877,278.61368
4670,1,369.43695,380.91125
4671,0,413.27075,278.44604
4671,1,369.2388,380.97
4672,0,413.41022,278.29495
4672,1,368.8769,381.16498
4673,0,413.01715,278.1232
4673,1,369.2172,380.86978
4674,0,413.58707,278.34354
4674,1,370.21158,381.13638
4675,0,413.95316,278.9672
4675,1,371.80212,381.21875
4676,0,414.6671,279.3348
4676,1,373.70096,382.43903
4677,0,416.19928,280.07373
4677,1,377.14206,383.02686
4678,0,417.55118,280.2301
4678,1,380.06107,384.2664
4679,0,418.3644,280.3299
4679,1,382.33136,384.89642
4680,0,420.37595,280.03647
4680,1,386.94046,385.71497
4681,0,421.72382,280.67526
4681,1,390.08148,386.38953
4682,0,422.9861,281.15457
4682,1,394.07748,387.1174
4683,0,425.03677,281.1619
4683,1,399.59372,387.8943
4684,0,427.55362,281.34192
4684,1,404.6906,388.90033
4685,0,429.3041,281.6584
4685,1,409.0214,389.57495
4686,0,431.6176,281.9549
4686,1,414.41418,389.98935
4687,0,431.88885,282.20166
4687,1,416.69608,390.25696
4688,0,434.03345,282.5475
4688,1,422.2834,390.6117
4689,0,436.6076,282.99954
4689,1,428.67593,391.19205
4690,0,438.6992,282.03815
4690,1,434.3717,391.43018
4691,0,442.8295,281.9074
4691,1,443.18372,391.0475
4692,0,445.02588,281.78323
4692,1,448.96487,390.63788
4693,0,447.3967,281.08633
4693,1,455.5094,389.96124
4694,0,447.32266,281.0745
4694,1,457.61374,389.68506
4695,0,450.31497,281.2657
4695,1,463.86978,389.38785
4696,0,451.98544,280.21912
4696,1,469.76804,388.3886
4697,0,454.19464,279.5514
4697,1,474.11978,387.92126
4698,0,457.91074,278.9624
4698,1,481.64014,386.12518
4699,0,459.11273,278.46393
4699,1,486.34442,384.6836
4700,0,461.6355,278.49637
4700,1,491.19916,384.10672
4701,0,463.26743,278.58057
4701,1,495.14362,382.9298
4702,0,464.11514,278.33154
4702,1,497.5655,381.83026
4703,0,465.18875,278.2133
4703,1,500.6363,380.90417
4704,0,466.256,277.33084
4704,1,504.2651,380.1748
4705,0,467.25385,277.2367
4705,1,506.17365,379.42694
4706,0,469.16287,277.04742
4706,1,510.52658,377.89938
4707,0,470.19592,277.27542
4707,1,512.6043,376.7678
4708,0,471.083,277.42477
4708,1,513.3862,376.91913
4709,0,471.2835,276.76923
4709,1,514.2473,376.3583
4710,0,471.59805,276.72174
4710,1,515.5116,376.0949
4711,0,471.73755,277.03427
4711,1,515.76776,376.22366
4712,0,471.04703,277.0684
4712,1,515.1251,376.30893
4713,0,470.9106,277.05844
4713,1,515.27454,376.08453
4714,0,470.3894,277.18314
4714,1,513.6979,376.48575
4715,0,470.1251,277.5824
4715,1,512.4428,377.4388
4716,0,469.16605,277.86572
4716,1,510.31436,378.30768
4717,0,467.87903,277.99377
4717,1,507.65012,378.95255
4718,0,467.68713,278.4844
4718,1,506.74936,379.6118
4719,0,466.46387,278.2528
4719,1,504.69315,380.1972
4720,0,464.09717,278.3239
4720,1,500.37857,381.36008
4721,0,462.8627,278.73206
4721,1,497.06726,382.14594
4722,0,460.4852,279.15247
4722,1,492.65656,383.8387
4723,0,457.3752,280.05096
4723,1,486.22412,384.80377
4724,0,456.47125,279.6895
4724,1,482.7672,385.78683
4725,0,457.15576,279.44644
4725,1,482.68384,385.8006
4726,0,453.94565,280.42377
4726,1,475.0658,387.19714
4727,0,451.27832,280.79337
4727,1,469.6275,387.98187
4728,0,449.70654,280.56418
4728,1,463.70102,389.0593
4729,0,446.63098,281.04962
4729,1,457.8971,389.40598
4730,0,444.124,281.2707
4730,1,452.35995,389.96912
4731,0,442.6186,281.67603
4731,1,447.54446,390.19632
4732,0,441.89014,282.0806
4732,1,444.0185,390.6821
4733,0,438.84064,282.28778
4733,1,437.53247,391.0967
4734,0,437.34756,281.48682
4734,1,432.67105,390.28632
4735,0,434.279,281.34064
4735,1,423.4924,390.10028
4736,0,431.19183,281.0845
4736,1,417.82645,390.30597
4737,0,429.43704,280.29013
4737,1,412.6962,389.43365
4738,0,428.78787,280.5839
4738,1,409.65573,389.2557
4739,0,426.94946,280.38803
4739,1,405.7569,388.4878
4740,0,424.99304,280.98315
4740,1,401.09183,387.9715
4741,0,423.14865,280.90958
4741,1,394.38168,386.87317
4742,0,422.01404,280.51675
4742,1,390.08063,386.1946
4743,0,420.639,280.14282
4743,1,386.99402,385.49063
4744,0,418.77264,279.31747
4744,1,382.40298,384.7001
4745,0,417.213,279.53394
4745,1,379.8075,383.75275
4746,0,416.20605,279.91226
4746,1,378.35483,383.3357
4747,0,415.87732,279.2948
4747,1,377.7224,382.80392
4748,0,414.5061,279.47748
4748,1,374.5709,382.48755
4749,0,414.8068,279.20172
4749,1,373.9822,382.03604
4750,0,414.54007,279.74728
4750,1,373.2848,382.20215
4751,0,414.2945,279.70807
4751,1,372.65787,381.76648
4752,0,413.78275,279.30948
4752,1,372.05908,381.57706
4753,0,414.325,279.3595
4753,1,372.67453,381.88342
4754,0,414.9592,279.93216
4754,1,374.27924,382.71948
4755,0,415.2799,280.2502
4755,1,375.47528,383.0425
4756,0,415.293,280.01074
4756,1,376.12473,383.0167
4757,0,416.10275,280.30423
4757,1,378.07825,383.46646
4758,0,417.06946,280.06284
4758,1,380.26028,384.1118
4759,0,420.03973,280.24103
4759,1,384.917,385.0823
4760,0,421.23068,280.35568
4760,1,387.83362,385.67224
4761,0,422.28677,280.76266
4761,1,391.6192,386.39487
4762,0,423.52438,281.7341
4762,1,395.36655,387.45898
4763,0,424.32635,281.44037
4763,1,398.42926,387.51733
4764,0,425.93158,281.6055
4764,1,402.22156,388.45236
4765,0,428.1365,281.70148
4765,1,407.1846,389.17026
4766,0,430.00592,281.7548
4766,1,411.94022,389.47015
4767,0,434.16785,282.17206
4767,1,419.77377,390.20654
4768,0,435.10733,281.89792
4768,1,423.62164,390.55093
4769,0,437.16885,282.25592
4769,1,429.95944,390.85403
4770,0,437.92902,282.19998
4770,1,433.3539,391.14276
4771,0,439.86145,282.28195
4771,1,438.8029,391.10275
4772,0,443.8629,281.86163
4772,1,447.35822,390.33725
4773,0,446.6987,281.29147
4773,1,454.04068,390.03098
4774,0,447.07162,281.3767
4774,1,456.07126,390.08328
4775,0,450.30347,281.05222
4775,1,463.87018,389.37497
4776,0,452.3575,280.45782
4776,1,469.46878,388.06375
4777,0,455.02612,278.91043
4777,1,474.60263,387.13168
4778,0,456.51678,279.34097
4778,1,478.99057,386.5732
4779,0,458.11835,279.74036
4779,1,483.65665,385.88126
4780,0,459.57614,279.72733
4780,1,488.60208,384.51416
4781,0,461.63452,279.4246
4781,1,492.0892,383.71786
4782,0,462.28394,279.40714
4782,1,494.0292,383.4609
4783,0,464.33264,278.91486
4783,1,497.82352,381.9985
4784,0,465.3072,278.49805
4784,1,502.01016,381.08932
4785,0,466.51996,278.05023
4785,1,504.96872,379.57208
4786,0,467.37033,278.5661
4786,1,506.7657,379.68628
4787,0,468.5772,277.96173
4787,1,509.1769,378.90305
4788,0,468.63474,277.832
4788,1,510.07428,378.5513
4789,0,469.03366,277.3571
4789,1,511.84207,377.39133
4790,0,469.7623,278.006
4790,1,512.7711,377.4576
4791,0,469.9845,277.86624
4791,1,513.1934,377.11902
4792,0,469.79953,277.6529
4792,1,513.01324,377.01425
4793,0,469.385,277.6994
4793,1,512.73883,377.07272
4794,0,468.93927,277.83044
4794,1,511.8279,377.701
4795,0,468.9927,277.76053
4795,1,511.22662,377.6465
4796,0,468.28098,278.02676
4796,1,510.34363,378.55905
4797,0,466.60455,278.39944
4797,1,507.09268,379.56427
4798,0,465.89,278.2629
4798,1,504.17673,379.88553
4799,0,464.34503,278.29758
4799,1,500.98083,380.87546
4800,0,463.05612,278.60553
4800,1,498.13895,381.80048
4801,0,462.05582,278.87793
4801,1,496.10974,382.3317
4802,0,459.9264,279.50943
4802,1,491.9117,383.5747
4803,0,457.52112,280.2159
4803,1,485.72968,385.2074
4804,0,456.39185,280.39627
4804,1,481.69687,386.47092
4805,0,454.2818,280.1396
4805,1,476.89877,387.02975
4806,0,452.3292,281.3479
4806,1,471.9945,388.18127
4807,0,450.42114,281.35196
4807,1,466.6794,388.78543
4808,0,448.54807,281.11462
4808,1,461.69174,389.1312
4809,0,447.90854,281.13388
4809,1,458.50024,389.67822
4810,0,445.30228,281.6521
4810,1,452.7361,389.57013
4811,0,442.35406,282.16635
4811,1,444.41263,390.57333
4812,0,440.19666,282.84155
4812,1,439.22876,390.88882
4813,0,438.16187,282.84512
4813,1,434.26724,391.18405
4814,0,436.10583,282.4743
4814,1,428.43607,391.00916
4815,0,436.08673,282.583
4815,1,425.67474,390.86526
4816,0,432.74243,281.53238
4816,1,419.97427,390.59097
4817,0,430.73904,281.1146
4817,1,415.30112,389.81107
4818,0,427.71582,281.12137
4818,1,407.78348,389.24774
4819,0,425.91296,281.84784
4819,1,403.28812,388.93103
4820,0,424.5746,281.503
4820,1,399.68628,388.1052
4821,0,422.9498,281.4774
4821,1,394.9459,387.66766
4822,0,422.8585,281.0897
4822,1,393.3174,386.67285
4823,0,421.77554,281.03485
4823,1,389.6375,386.44867
4824,0,420.31824,280.4368
4824,1,386.36246,385.44952
4825,0,418.01224,280.37762
4825,1,383.02768,384.8932
4826,0,416.97546,279.82785
4826,1,380.6928,384.09665
4827,0,416.16815,280.25702
4827,1,378.67215,383.6909
4828,0,415.876,279.74792
4828,1,377.3965,383.33682
