frame,Mass,x,y
1805,0,411.17633,280.91812
1805,1,515.3797,256.44827
1806,0,409.82617,280.12408
1806,1,506.63547,240.92322
1807,0,410.92627,280.51785
1807,1,500.58392,226.36131
1808,0,409.07483,280.60474
1808,1,488.65457,206.54755
1809,0,409.48117,281.10114
1809,1,477.49454,196.94815
1810,0,409.2319,281.3453
1810,1,467.3666,188.4729
1811,0,410.63934,281.8789
1811,1,456.60278,182.13374
1812,0,411.33182,281.68756
1812,1,445.04724,177.60391
1813,0,413.28918,282.11682
1813,1,439.4556,175.48358
1814,0,415.26117,281.82236
1814,1,428.34644,172.75903
1815,0,417.78738,281.94577
1815,1,409.35803,173.1762
1816,0,420.47244,281.4585
1816,1,400.78122,174.34164
1817,0,421.88077,282.97028
1817,1,388.78845,178.36707
1818,0,423.29816,283.9231
1818,1,383.76184,181.03516
1819,0,425.01147,284.33307
1819,1,372.47186,186.84348
1820,0,428.54343,284.79553
1820,1,363.9601,194.85052
1821,0,430.73715,284.63858
1821,1,353.08612,205.71255
1822,0,435.39438,283.95096
1822,1,338.81772,226.05537
1823,0,436.51517,284.81656
1823,1,332.71603,239.29767
1824,0,437.8387,282.88034
1824,1,327.5455,256.64694
1825,0,440.243,283.772
1825,1,325.8745,274.28397
1826,0,442.5967,284.22424
1826,1,328.43256,294.403
1827,0,440.88306,284.1135
1827,1,333.4698,315.5206
1828,0,442.22983,283.95187
1828,1,342.9806,337.01147
1829,0,442.37186,283.8432
1829,1,348.49146,347.43204
1830,0,439.753,284.69073
1830,1,365.7484,366.9187
1831,0,438.1789,283.9147
1831,1,386.5671,381.64227
1832,0,434.9766,284.0031
1832,1,421.46704,393.05023
1833,0,431.5135,283.31287
1833,1,448.55148,392.18597
1834,0,428.91873,284.23788
1834,1,472.94705,384.40894
1835,0,428.07538,283.11157
1835,1,493.34827,371.33444
1836,0,428.22946,282.97717
1836,1,509.67838,356.4609
1837,0,428.35828,284.01074
1837,1,516.1771,349.2126
1838,0,429.2446,283.57672
1838,1,528.03595,327.57373
1839,0,430.31366,284.285
1839,1,535.77484,306.3421
1840,0,432.47006,283.2471
1840,1,539.5543,274.5112
1841,0,434.8992,283.1206
1841,1,539.0969,255.85088
1842,0,438.516,282.96283
1842,1,536.47473,241.5795
1843,0,439.5583,283.42313
1843,1,534.0268,231.87358
1844,0,443.75052,283.29883
1844,1,529.1341,217.89723
1845,0,448.21252,282.74817
1845,1,524.04205,206.21161
1846,0,452.06015,282.3397
1846,1,517.76355,195.98392
1847,0,456.84714,282.95074
1847,1,505.7213,184.71985
1848,0,459.55054,281.95425
1848,1,497.6975,178.94917
1849,0,463.1276,280.57364
1849,1,490.2581,174.7925
1850,0,465.23553,281.60648
1850,1,486.04138,172.92413
1851,0,468.31754,280.63535
1851,1,477.788,170.66293
1852,0,471.60016,279.9837
1852,1,469.7505,169.52219
1853,0,473.83148,278.9904
1853,1,462.06714,169.24304
1854,0,477.34805,278.33426
1854,1,449.82718,171.60197
1855,0,479.52502,277.344
1855,1,443.085,172.80156
1856,0,480.24057,277.12823
1856,1,435.3852,176.97794
1857,0,482.33514,276.89813
1857,1,427.77155,181.23103
1858,0,484.01218,275.93057
1858,1,420.26074,187.42499
1859,0,484.7482,275.3606
1859,1,412.41623,193.67082
1860,0,485.93555,275.06818
1860,1,405.17966,200.54231
1861,0,486.08545,274.94052
1861,1,397.80475,208.91902
1862,0,486.5923,274.8282
1862,1,394.06247,213.93132
1863,0,486.39844,275.28638
1863,1,387.13687,225.39285
1864,0,484.33182,273.56607
1864,1,379.58627,237.22746
1865,0,484.3996,275.4229
1865,1,371.68616,258.58307
1866,0,482.4006,276.66846
1866,1,369.79544,272.26474
1867,0,479.21945,277.35873
1867,1,366.79553,290.24994
1868,0,477.7867,278.49243
1868,1,369.23724,310.1251
1869,0,475.40826,278.2702
1869,1,369.54755,317.4653
1870,0,472.0356,280.47772
1870,1,373.49448,337.63895
1871,0,467.0148,281.028
1871,1,381.75018,353.7294
1872,0,462.43134,282.68137
1872,1,392.9558,368.87845
1873,0,451.8514,283.15475
1873,1,415.61887,387.37247
1874,0,444.63232,284.9071
1874,1,433.92255,393.0409
1875,0,437.28778,284.6341
1875,1,451.66107,392.34503
1876,0,429.3488,284.00555
1876,1,467.52606,387.21362
1877,0,423.18533,283.00916
1877,1,483.23325,375.59686
1878,0,421.81766,282.91092
1878,1,490.14536,368.76788
1879,0,416.19684,282.58228
1879,1,499.1753,353.07407
1880,0,411.31577,281.1148
1880,1,506.12048,336.20996
1881,0,407.06714,279.71225
1881,1,510.72092,309.82047
1882,0,402.1397,280.43387
1882,1,510.34396,291.7414
1883,0,400.1201,279.18973
1883,1,509.1168,275.84402
1884,0,400.20804,277.75293
1884,1,506.91068,259.04022
1885,0,398.32068,277.3929
1885,1,501.78418,244.14919
1886,0,398.43832,276.58667
1886,1,495.94647,231.27045
1887,0,397.33005,278.2079
1887,1,490.5996,222.13495
1888,0,397.42075,276.69595
1888,1,483.10544,211.62614
1889,0,396.67017,277.50412
1889,1,476.49963,202.98126
1890,0,398.14572,277.3446
1890,1,472.11414,198.96059
1891,0,399.33972,278.28622
1891,1,465.55734,193.05109
1892,0,400.8574,277.8807
1892,1,458.51147,187.42647
1893,0,401.86124,278.5013
1893,1,451.41013,182.82333
1894,0,404.1434,280.77347
1894,1,441.94418,177.51994
1895,0,406.79654,280.1002
1895,1,435.3866,174.87665
1896,0,409.34348,280.9964
1896,1,429.1919,172.47374
1897,0,412.23828,281.75204
1897,1,422.76556,172.34248
1898,0,414.53464,282.6011
1898,1,420.72147,172.4109
1899,0,416.87387,282.5392
1899,1,413.83472,172.26385
1900,0,420.6709,282.45023
1900,1,407.12643,173.18666
1901,0,424.7373,283.41312
1901,1,401.6648,174.67566
1902,0,429.26352,283.49872
1902,1,393.06613,178.89732
1903,0,433.97815,283.53595
1903,1,386.85706,182.84578
1904,0,435.00272,283.74466
1904,1,383.22095,186.02432
1905,0,438.57712,284.6574
1905,1,377.77252,191.97285
1906,0,442.45212,284.26047
1906,1,371.90323,198.91003
1907,0,446.54565,284.043
1907,1,365.92258,207.25682
1908,0,451.02536,283.2278
1908,1,358.72476,222.70644
1909,0,455.29202,283.5478
1909,1,353.7649,236.1257
1910,0,458.46844,282.5562
1910,1,351.98944,249.34024
1911,0,462.08923,282.47336
1911,1,350.24585,264.29626
1912,0,463.44308,282.70145
1912,1,350.1553,273.6342
1913,0,464.89536,281.00763
1913,1,353.018,290.02054
1914,0,465.75125,280.57825
1914,1,360.88174,321.48883
1915,0,466.39554,280.52524
1915,1,371.4569,338.57538
1916,0,466.59988,280.36838
1916,1,385.4594,356.23898
1917,0,466.14572,281.60208
1917,1,401.43195,369.9268
1918,0,464.96945,281.7968
1918,1,422.7365,383.63126
1919,0,462.62555,281.84796
1919,1,445.90378,390.08795
1920,0,458.93057,283.11868
1920,1,468.73648,391.06155
1921,0,456.10162,282.84116
1921,1,492.05826,385.34583
1922,0,452.4849,282.59067
1922,1,512.2695,375.36682
1923,0,451.2871,282.94476
1923,1,520.70703,367.81714
1924,0,448.90662,284.18845
1924,1,532.9776,352.21564
1925,0,446.68475,284.08954
1925,1,544.67993,332.1514
1926,0,446.066,284.13815
1926,1,550.21765,309.7993
1927,0,446.00388,284.10852
1927,1,551.4933,287.67722
1928,0,445.61484,284.16733
1928,1,550.7658,260.5969
1929,0,445.45374,284.31757
1929,1,546.1398,245.40248
1930,0,446.416,283.53607
1930,1,539.03143,229.27858
1931,0,446.6703,283.39883
1931,1,531.55634,215.15974
1932,0,448.52194,282.88593
1932,1,527.7055,209.86075
1933,0,449.63965,282.20593
1933,1,518.35614,200.2036
1934,0,450.8185,283.14377
1934,1,509.03793,192.0226
1935,0,451.18265,281.9646
1935,1,498.6467,183.9345
1936,0,452.55853,282.6813
1936,1,483.0162,177.87502
1937,0,452.76627,282.56497
1937,1,471.21252,174.63977
1938,0,453.83386,282.4526
1938,1,462.54935,173.0345
1939,0,454.18015,282.57538
1939,1,456.8261,172.67998
1940,0,455.5641,282.53452
1940,1,445.95312,172.98654
1941,0,457.0629,282.50848
1941,1,435.74164,174.73169
1942,0,457.1718,281.96515
1942,1,425.4226,177.97485
1943,0,457.97702,281.91702
1943,1,414.40756,180.96086
1944,0,456.6438,281.93744
1944,1,399.94724,187.64514
1945,0,458.0058,282.06192
1945,1,390.1762,195.11404
1946,0,457.58167,282.25208
1946,1,380.31467,203.7261
1947,0,458.24472,282.67105
1947,1,371.07422,213.15335
1948,0,457.23718,282.2579
1948,1,361.59604,226.12868
1949,0,456.44916,282.20618
1949,1,353.31793,237.97458
1950,0,456.0464,282.11652
1950,1,346.79208,253.17854
1951,0,455.7547,281.86423
1951,1,343.98157,261.11017
1952,0,453.22714,282.77612
1952,1,338.7529,276.08734
1953,0,451.49823,282.93054
1953,1,339.49994,296.20032
1954,0,447.1155,283.85443
1954,1,341.36102,326.19037
1955,0,443.6779,284.7814
1955,1,347.79736,343.91455
1956,0,440.99844,284.42636
1956,1,358.72086,362.45813
1957,0,436.3005,283.521
1957,1,374.25998,376.6377
1958,0,433.4791,283.43628
1958,1,382.22632,382.6532
1959,0,428.62302,283.5714
1959,1,400.6001,390.2025
1960,0,423.12866,283.39346
1960,1,420.55087,393.2877
1961,0,417.53943,282.51895
1961,1,441.47876,389.71854
1962,0,413.6717,281.61414
1962,1,461.45798,380.8278
1963,0,409.19888,280.7768
1963,1,483.63074,361.07654
1964,0,408.66406,281.403
1964,1,494.36072,347.5544
1965,0,407.18924,279.5242
1965,1,503.32288,328.8706
1966,0,405.80585,280.82574
1966,1,506.65433,319.16602
1967,0,404.81857,280.7998
1967,1,511.52737,300.87796
1968,0,405.74524,279.97922
1968,1,514.04944,282.63605
1969,0,406.52078,280.00726
1969,1,513.3105,266.75082
1970,0,408.78143,279.9089
1970,1,509.6833,245.41826
1971,0,410.77454,280.6854
1971,1,506.42108,232.35182
1972,0,413.16632,280.77
1972,1,503.1517,221.33252
1973,0,415.39578,281.4445
1973,1,500.79593,216.62498
1974,0,418.04132,283.0766
1974,1,496.25128,207.9574
1975,0,422.59668,283.5878
1975,1,489.05063,196.61702
1976,0,424.89285,282.9472
1976,1,483.93857,190.864
1977,0,428.22144,283.27277
1977,1,479.35257,187.14478
1978,0,431.18466,283.87372
1978,1,473.62476,182.92946
1979,0,435.26068,284.4269
1979,1,469.80573,179.63203
1980,0,439.00766,284.19553
1980,1,464.35068,176.72723
1981,0,442.1509,283.66525
1981,1,460.7164,174.7803
1982,0,445.3638,283.1893
1982,1,456.69025,173.63771
1983,0,449.90082,283.11127
1983,1,452.93576,172.97566
1984,0,451.11798,282.37466
1984,1,449.68106,172.93996
1985,0,456.43686,282.2819
1985,1,444.7249,172.83514
1986,0,458.07434,281.9196
1986,1,442.97772,172.74963
1987,0,461.37503,281.56512
1987,1,439.01215,173.38065
1988,0,464.27133,281.3311
1988,1,435.5437,174.72987
1989,0,465.87247,280.79123
1989,1,431.77667,175.97916
1990,0,467.56546,279.70157
1990,1,429.41608,177.11513
1991,0,470.40067,278.3487
1991,1,424.75174,179.40979
1992,0,471.65115,277.96475
1992,1,421.53592,180.76663
1993,0,476.2977,277.78177
1993,1,414.51788,186.25464
1994,0,477.19653,277.4093
1994,1,409.0263,191.30113
1995,0,478.16302,276.8886
1995,1,404.27878,194.59967
1996,0,480.22125,277.0456
1996,1,399.62845,201.16481
1997,0,480.3312,276.47324
1997,1,396.19336,204.901
1998,0,480.83304,276.0604
1998,1,391.35895,212.26816
1999,0,481.43442,275.08115
1999,1,385.9606,221.64012
2000,0,481.379,275.15698
2000,1,379.807,231.43904
2001,0,481.4595,274.77634
2001,1,374.77798,242.4791
2002,0,481.9788,276.4064
2002,1,368.79916,261.8942
2003,0,479.9924,277.06946
2003,1,366.9563,275.51413
2004,0,478.20044,277.43814
2004,1,366.4338,290.49677
2005,0,477.83243,277.59406
2005,1,366.82355,308.66644
2006,0,474.5366,277.89154
2006,1,368.03787,317.0343
2007,0,471.34927,279.86734
2007,1,378.46225,341.97943
2008,0,465.4726,280.35272
2008,1,386.08664,358.7676
2009,0,461.11868,281.41476
2009,1,397.65704,372.69324
2010,0,455.84088,282.18073
2010,1,411.9982,383.13074
2011,0,450.41974,282.5314
2011,1,429.046,390.71207
2012,0,443.71793,283.3358
2012,1,447.80887,393.1078
2013,0,440.33942,282.87323
2013,1,455.6075,392.05847
2014,0,434.61975,281.97287
2014,1,473.85284,384.85083
2015,0,428.30035,281.96475
2015,1,486.89603,375.13095
2016,0,423.12326,280.89832
2016,1,497.4291,361.41293
2017,0,418.3949,281.7026
2017,1,506.44562,345.16492
2018,0,412.8087,280.33066
2018,1,513.536,321.1308
2019,0,409.71817,278.04352
2019,1,516.58435,303.99655
2020,0,407.99124,278.05896
2020,1,516.498,287.44214
2021,0,407.7906,278.40256
2021,1,516.4119,278.818
2022,0,405.29736,278.44214
2022,1,512.5776,265.67383
2023,0,405.26685,277.4511
2023,1,509.6903,250.61272
2024,0,402.83105,277.4989
2024,1,500.07724,234.53978
2025,0,403.27414,277.40744
2025,1,496.7918,224.66586
2026,0,403.3352,278.38364
2026,1,491.97205,216.55617
2027,0,403.40396,278.36905
2027,1,489.05658,212.12201
2028,0,402.95648,279.4741
2028,1,483.29562,204.73396
2029,0,404.30804,278.74548
2029,1,478.46255,198.72662
2030,0,405.9346,279.1556
2030,1,473.38953,193.40472
2031,0,407.96313,277.90283
2031,1,466.57764,188.00851
2032,0,410.2193,278.06555
2032,1,462.65433,183.98648
2033,0,410.52765,279.78226
2033,1,458.4473,182.39433
2034,0,412.28738,281.14706
2034,1,457.2752,181.01443
2035,0,414.30045,281.05148
2035,1,454.2094,178.93233
2036,0,417.68796,282.17303
2036,1,450.59167,177.28223
2037,0,420.56088,282.2004
2037,1,448.23422,175.43195
2038,0,423.3851,282.03378
2038,1,444.01385,174.47212
2039,0,426.83853,282.2023
2039,1,442.9452,173.33505
2040,0,429.83328,281.4144
2040,1,441.4662,172.91414
2041,0,432.73856,282.34418
2041,1,439.4905,172.85985
2042,0,436.08047,283.20135
2042,1,437.82333,172.60455
2043,0,438.39548,283.20322
2043,1,436.57248,172.52124
2044,0,441.43307,282.90698
2044,1,436.7143,172.51854
2045,0,445.533,282.7005
2045,1,434.66306,172.8287
2046,0,449.5257,282.15356
2046,1,433.60382,172.97375
2047,0,451.56564,282.3384
2047,1,431.08304,173.3955
2048,0,454.82184,281.9625
2048,1,429.95984,173.8068
2049,0,455.97684,281.93085
2049,1,429.4544,174.35054
2050,0,459.88696,282.0857
2050,1,426.87186,176.46829
2051,0,461.57462,280.34378
2051,1,425.9575,177.30745
2052,0,464.05746,280.73383
2052,1,423.2992,178.06377
2053,0,466.6291,279.58282
2053,1,420.3682,180.18353
2054,0,469.89032,278.84988
2054,1,418.40176,182.23027
2055,0,471.93323,278.69962
2055,1,415.11798,183.95122
2056,0,472.72308,277.83194
2056,1,411.0024,187.37639
2057,0,475.00742,276.97488
2057,1,407.08246,191.43233
2058,0,476.12613,277.55023
2058,1,405.13898,192.55202
2059,0,476.72705,276.7513
2059,1,400.78043,197.48529
2060,0,478.03464,277.15027
2060,1,396.50842,203.11238
2061,0,478.65604,276.4686
2061,1,388.89954,212.7837
2062,0,479.31384,276.66074
2062,1,384.48465,221.44202
2063,0,479.8694,276.12173
2063,1,380.64505,228.94106
2064,0,479.2661,275.43127
2064,1,373.9337,240.08156
2065,0,479.7122,276.3836
2065,1,370.44104,251.76529
2066,0,479.79254,276.58557
2066,1,367.1247,257.60974
2067,0,478.35678,276.8256
2067,1,365.96307,271.03217
2068,0,476.94394,277.59723
2068,1,363.90103,292.25546
2069,0,473.6022,278.30463
2069,1,366.5358,308.90198
2070,0,470.22028,279.65198
2070,1,369.16003,325.1033
2071,0,467.7287,280.80435
2071,1,375.0046,345.1615
2072,0,464.2716,281.31174
2072,1,383.86594,358.0793
2073,0,457.8589,282.13266
2073,1,395.76218,373.1832
2074,0,452.78442,281.2193
2074,1,409.64554,383.321
2075,0,450.64398,281.60837
2075,1,417.53622,387.451
2076,0,443.80426,282.14432
2076,1,434.04315,392.50674
2077,0,438.0826,283.05734
2077,1,450.8925,390.97958
2078,0,431.89276,282.39047
2078,1,468.74435,385.58414
2079,0,422.71317,282.07443
2079,1,488.86295,369.93347
2080,0,419.6584,281.0227
2080,1,497.899,356.1344
2081,0,414.43784,279.74872
2081,1,504.45273,342.08377
2082,0,412.27835,280.20303
2082,1,508.05975,333.71906
2083,0,409.99878,279.36124
2083,1,511.83505,317.48218
2084,0,408.0834,278.35388
2084,1,514.50696,299.9787
2085,0,405.16602,278.2938
2085,1,513.2517,283.42618
2086,0,403.84537,278.01584
2086,1,511.99304,270.56204
2087,0,403.03894,276.74274
2087,1,507.7932,251.18199
2088,0,404.24048,276.4684
2088,1,503.9253,239.68802
2089,0,401.93857,277.41934
2089,1,499.82715,230.63522
2090,0,402.6663,277.8586
2090,1,497.92224,226.45067
2091,0,403.4381,278.04355
2091,1,492.66705,218.54237
2092,0,405.42468,277.37308
2092,1,489.8797,211.50249
2093,0,405.0744,278.39493
2093,1,485.04474,204.98105
2094,0,406.89896,278.9982
2094,1,478.79248,198.59076
2095,0,408.6141,278.93625
2095,1,476.49075,194.39203
2096,0,409.51923,279.13898
2096,1,473.13464,191.96492
2097,0,411.3823,279.68735
2097,1,472.04184,189.99516
2098,0,414.45294,281.0383
2098,1,470.2628,188.00221
2099,0,416.85092,281.05804
2099,1,467.95932,184.4489
2100,0,420.02554,280.94928
2100,1,466.4537,183.52837
2101,0,422.31104,281.74667
2101,1,466.2075,182.37206
2102,0,424.2599,281.78543
2102,1,466.04993,180.90016
2103,0,426.93277,282.75778
2103,1,466.40314,180.46391
2104,0,429.24814,283.01733
2104,1,467.94772,179.6788
2105,0,430.09003,283.0159
2105,1,468.19937,179.85599
2106,0,434.1523,283.26868
2106,1,470.88452,179.48058
2107,0,436.5173,284.2381
2107,1,472.04694,178.8233
2108,0,441.56345,284.09402
2108,1,476.08133,178.4741
2109,0,444.12628,282.6724
2109,1,478.56915,178.4884
2110,0,446.57327,282.4155
2110,1,482.1126,178.8809
2111,0,449.7808,282.95184
2111,1,485.70697,178.76785
2112,0,450.6872,282.23685
2112,1,487.74588,178.8819
2113,0,452.5325,281.91208
2113,1,491.90005,178.88564
2114,0,455.358,281.98248
2114,1,496.0249,179.86584
2115,0,458.55295,281.86533
2115,1,503.76306,181.5827
2116,0,460.91318,281.5153
2116,1,508.99628,182.89339
2117,0,462.56796,281.2051
2117,1,514.14856,184.53035
2118,0,463.17624,280.47485
2118,1,517.4308,185.43274
2119,0,464.36472,281.00912
2119,1,523.9298,188.90778
2120,0,465.5307,278.9861
2120,1,529.1449,192.99644
2121,0,464.67676,279.1454
2121,1,536.4178,197.09398
2122,0,465.4432,280.0667
2122,1,546.3041,205.57451
2123,0,466.0421,279.75073
2123,1,552.7126,212.92583
2124,0,466.55984,279.80032
2124,1,558.8995,221.92596
2125,0,466.4869,278.88513
2125,1,561.7355,226.68098
2126,0,466.4388,279.17273
2126,1,566.73236,237.52519
2127,0,466.6389,279.12802
2127,1,572.8215,249.61497
2128,0,466.95233,279.1574
2128,1,576.15106,264.55386
2129,0,467.80984,279.32794
2129,1,577.3277,287.2261
2130,0,469.27502,279.36713
2130,1,574.2635,305.1546
2131,0,470.58142,278.82104
2131,1,569.92474,321.58868
2132,0,470.2455,278.87164
2132,1,561.7619,340.07544
2133,0,471.38663,279.1517
2133,1,549.56024,355.7468
2134,0,472.5103,278.82593
2134,1,534.9243,369.72964
2135,0,475.0834,278.19852
2135,1,518.34595,378.36884
2136,0,476.3964,277.92148
2136,1,508.1733,382.3073
2137,0,476.8106,277.341
2137,1,487.35178,386.84854
2138,0,477.4511,277.71176
2138,1,465.07993,386.1238
2139,0,477.2283,277.84683
2139,1,433.05334,379.4685
2140,0,477.04166,278.40048
2140,1,414.2665,370.34906
2141,0,475.10602,278.34824
2141,1,397.85632,359.42023
2142,0,472.04343,279.37256
2142,1,383.5589,346.35846
2143,0,471.55,279.294
2143,1,376.8065,339.96893
2144,0,467.18008,280.91467
2144,1,366.06064,326.77942
2145,0,462.44638,281.27753
2145,1,353.2851,307.09668
2146,0,458.69107,282.1042
2146,1,347.71332,296.8088
2147,0,454.24432,281.92334
2147,1,341.8024,286.65524
2148,0,452.4303,282.09158
2148,1,339.16455,281.84497
2149,0,447.50296,282.91495
2149,1,335.43387,272.84863
2150,0,441.83292,283.02036
2150,1,330.9491,265.156
2151,0,437.21832,283.3879
2151,1,326.8842,259.06067
2152,0,431.73608,283.51126
2152,1,323.7013,253.4745
2153,0,423.70493,282.0293
2153,1,317.60364,247.58025
2154,0,419.49597,280.72855
2154,1,314.13153,243.97595
2155,0,415.28485,281.1581
2155,1,310.44815,242.9841
2156,0,411.07166,280.60464
2156,1,305.63046,242.52203
2157,0,408.9909,278.93112
2157,1,303.61313,242.68256
2158,0,406.27618,278.59558
2158,1,298.3702,242.99022
2159,0,401.10428,278.7283
2159,1,294.66284,245.81021
2160,0,397.20294,277.27985
2160,1,288.6202,250.74918
2161,0,394.6682,276.17783
2161,1,283.96304,256.8434
2162,0,392.6919,275.51828
2162,1,281.29758,262.88647
2163,0,390.02414,274.7604
2163,1,279.25748,271.0591
2164,0,387.81186,273.669
2164,1,276.24173,279.4028
2165,0,386.77548,272.7046
2165,1,276.01242,288.52808
2166,0,385.3252,273.0558
2166,1,275.93445,300.18964
2167,0,384.87567,272.77383
2167,1,276.36072,305.45404
2168,0,383.9633,272.29
2168,1,279.9556,315.8791
2169,0,382.24118,271.76407
2169,1,285.79456,328.33487
2170,0,381.15298,270.93973
2170,1,292.86142,339.50986
2171,0,381.21445,270.95
2171,1,309.5429,356.26736
2172,0,381.71432,270.39435
2172,1,321.80008,365.33792
2173,0,382.24686,270.7701
2173,1,336.5418,372.58273
2174,0,382.3216,271.8589
2174,1,352.57516,378.2395
2175,0,382.7888,271.47903
2175,1,361.2183,380.7493
2176,0,383.80307,272.28534
2176,1,379.29425,383.2087
2177,0,387.59442,271.88608
2177,1,395.46616,383.34348
2178,0,388.59256,274.03317
2178,1,412.23743,382.46365
2179,0,394.86517,274.91595
2179,1,437.68454,376.85272
2180,0,398.98636,276.4299
2180,1,451.6973,373.40344
2181,0,402.17,278.54065
2181,1,464.80444,369.45554
2182,0,407.72302,279.51495
2182,1,478.47702,364.27466
2183,0,413.6728,280.97946
2183,1,491.0585,358.56305
2184,0,419.82443,281.38342
2184,1,501.2966,353.6304
2185,0,423.38297,281.51367
2185,1,507.01254,351.35178
2186,0,430.1823,282.6182
2186,1,517.3019,346.6249
2187,0,436.75833,282.9075
2187,1,526.2171,344.1924
2188,0,446.71558,282.42767
2188,1,539.5523,339.17618
2189,0,453.85403,281.90448
2189,1,547.1518,338.20184
2190,0,460.69028,279.91287
2190,1,553.94824,336.48758
2191,0,464.58884,280.308
2191,1,557.17725,336.0829
2192,0,474.0295,278.04016
2192,1,565.3863,336.1757
2193,0,480.19965,275.81018
2193,1,569.81274,336.74942
2194,0,486.51886,273.38025
2194,1,574.0841,338.34476
2195,0,492.74905,271.72733
2195,1,576.4965,340.78836
2196,0,498.13788,268.90012
2196,1,578.5096,341.55664
2197,0,500.70428,267.64554
2197,1,579.58777,342.76913
2198,0,507.6765,263.825
2198,1,578.9931,346.34738
2199,0,512.0142,260.81644
2199,1,578.2119,348.86835
2200,0,515.1336,258.96985
2200,1,576.018,350.21817
2201,0,519.92584,255.88197
2201,1,573.50635,352.31744
2202,0,521.90814,254.79776
2202,1,569.6294,353.7952
2203,0,524.37585,253.94347
2203,1,567.53754,354.53836
2204,0,526.1224,252.29124
2204,1,563.1283,355.66968
2205,0,526.3165,251.45833
2205,1,555.58813,357.74298
2206,0,526.5897,250.97958
2206,1,550.85645,358.88058
2207,0,526.7289,251.19928
2207,1,546.2484,359.7964
2208,0,527.0397,251.22112
2208,1,542.3276,360.14127
2209,0,526.4213,252.52742
2209,1,537.7026,362.2003
2210,0,523.76776,254.06952
2210,1,530.9842,364.14032
2211,0,521.3258,256.09863
2211,1,525.7656,365.4859
2212,0,518.8338,257.95908
2212,1,520.15234,367.40695
2213,0,513.41284,261.70663
2213,1,512.0925,371.42184
2214,0,509.58597,263.94855
2214,1,506.1844,373.7914
2215,0,504.6923,266.78424
2215,1,500.37354,376.30862
2216,0,498.98264,268.58664
2216,1,495.60907,378.75757
2217,0,492.48904,272.32138
2217,1,490.0727,381.51703
2218,0,490.02588,273.3282
2218,1,487.0905,383.1821
2219,0,481.48593,276.23355
2219,1,480.92706,385.2075
2220,0,474.8255,277.6682
2220,1,476.56116,387.58972
2221,0,463.8752,280.4842
2221,1,468.89413,389.4376
2222,0,455.03058,282.45844
2222,1,463.02948,390.9058
2223,0,446.3224,282.6907
2223,1,456.60858,391.0535
2224,0,437.5284,282.79105
2224,1,450.40543,390.94315
2225,0,428.98578,282.43326
2225,1,445.156,390.43066
2226,0,421.17242,281.45676
2226,1,438.48608,389.38208
2227,0,411.77127,279.7456
2227,1,432.16846,388.24512
2228,0,405.62302,278.55365
2228,1,425.9254,387.0319
2229,0,398.92233,276.05103
2229,1,418.38663,384.69623
2230,0,396.50394,274.2316
2230,1,414.4863,383.7169
2231,0,389.57288,273.5488
2231,1,407.41928,382.4185
2232,0,381.07675,269.96878
2232,1,395.3808,379.7785
2233,0,375.83554,267.827
2233,1,388.2754,378.2013
2234,0,372.5294,265.98273
2234,1,380.30573,376.36743
2235,0,367.93988,264.7013
2235,1,372.03656,375.17358
2236,0,364.36215,262.73254
2236,1,364.5772,373.71075
2237,0,363.92865,262.3541
2237,1,359.95056,372.58
2238,0,361.60995,262.21848
2238,1,351.86884,371.4384
2239,0,360.23633,261.44287
2239,1,343.6987,369.764
2240,0,358.94272,259.8814
2240,1,331.43127,366.66818
2241,0,359.05112,259.52304
2241,1,324.6045,364.86743
2242,0,360.16855,260.2664
2242,1,317.92072,363.58832
2243,0,361.7393,261.48978
2243,1,311.64267,360.7739
2244,0,363.05847,262.02332
2244,1,306.78598,357.3453
2245,0,365.51218,262.54843
2245,1,303.23163,355.84
2246,0,367.62946,263.93732
2246,1,299.31073,352.9586
2247,0,371.19684,266.14795
2247,1,295.03143,347.59152
2248,0,375.93207,267.66156
2248,1,293.7386,344.72574
2249,0,379.81992,269.7351
2249,1,292.90216,341.7142
2250,0,383.00333,270.14264
2250,1,293.35223,340.28543
2251,0,387.61203,272.9243
2251,1,294.37903,337.25565
2252,0,395.02768,276.099
2252,1,297.87817,334.31738
2253,0,399.94485,277.27563
2253,1,301.51642,331.9423
2254,0,405.97992,279.2738
2254,1,305.5298,331.2833
2255,0,412.54385,279.72458
2255,1,311.78488,330.36945
2256,0,417.53564,280.6592
2256,1,317.947,331.48764
2257,0,423.87857,280.85733
2257,1,324.95306,332.59232
2258,0,430.4406,281.5684
2258,1,331.71747,335.25156
2259,0,437.24033,282.81046
2259,1,339.8662,338.44183
2260,0,442.93256,282.77213
2260,1,348.07227,342.63943
2261,0,450.07498,281.91125
2261,1,358.20532,345.8663
2262,0,451.93942,281.62854
2262,1,363.7327,348.99707
2263,0,457.70566,281.662
2263,1,374.21368,353.89142
2264,0,463.35757,279.41293
2264,1,385.9458,359.44458
2265,0,470.87543,277.71872
2265,1,405.5224,367.75974
2266,0,476.26013,277.06146
2266,1,420.18408,372.93298
2267,0,479.27448,276.45544
2267,1,435.97495,377.709
2268,0,483.12268,274.44446
2268,1,451.7743,380.6148
2269,0,484.02734,274.3621
2269,1,460.5813,381.47754
2270,0,486.68494,273.50775
2270,1,478.84442,383.13382
2271,0,489.62918,272.86887
2271,1,497.0527,382.08063
2272,0,491.06738,271.58337
